phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
business trip,business,trip,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
busy day,busy,day,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
busy signal,busy,signal,medium,5.2,1.63,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
butter cream,butter,cream,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
butter dish,butter,dish,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
butter knife,butter,knife,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
button hole,button,hole,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,23.0,1,4,mid (21-50)
buyer guide,buyer,guide,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
buzz cut,buzz,cut,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
cab driver,cab,driver,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
cab fare,cab,fare,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
cabinet door,cabinet,door,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cabinet shelf,cabinet,shelf,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cable box,cable,box,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
cable car,cable,car,medium,5.5,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
caesar salad,caesar,salad,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cake batter,cake,batter,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cake mix,cake,mix,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cake pan,cake,pan,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
cake slice,cake,slice,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cake stand,cake,stand,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
camp chair,camp,chair,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
camp fire,camp,fire,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
camp food,camp,food,medium,5.0,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
camp ground,camp,ground,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
camp out,camp,out,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
candle holder,candle,holder,high,5.5,2.07,1,1.0,concrete,neutral,household,26.0,1,4,early (1-20)
candy apple,candy,apple,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
candy bar,candy,bar,medium,5.6,2.22,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
candy cane,candy,cane,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
candy corn,candy,corn,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
candy shop,candy,shop,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
candy store,candy,store,medium,5.6,1.67,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
car alarm,car,alarm,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
car crash,car,crash,medium,5.6,1.67,1,1.0,concrete,negative,transport,20.0,1,4,mid (21-50)
car door,car,door,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
car engine,car,engine,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
car hood,car,hood,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
car key,car,key,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
car ride,car,ride,medium,5.6,1.67,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
car roof,car,roof,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
car seat,car,seat,high,5.8,2.22,2,1.0,concrete,neutral,transport,20.0,1,4,early (1-20)
car wash,car,wash,medium,5.6,2.22,3,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
caramel apple,caramel,apple,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
caramel corn,caramel,corn,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
caramel sauce,caramel,sauce,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
card board,card,board,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
card game,card,game,medium,5.8,2.22,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
card holder,card,holder,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
card member,card,member,medium,5.0,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
card table,card,table,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
cargo plane,cargo,plane,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
cargo ship,cargo,ship,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
carrot cake,carrot,cake,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
carrot stick,carrot,stick,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
carry out,carry,out,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cart wheel,cart,wheel,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
cash box,cash,box,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cash flow,cash,flow,medium,5.4,1.6,1,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cash out,cash,out,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cash payment,cash,payment,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cash receipt,cash,receipt,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
cash register,cash,register,medium,5.6,2.22,2,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
cash value,cash,value,medium,5.2,1.61,1,0.8,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cashew nut,cashew,nut,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
casual dress,casual,dress,medium,5.2,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
cat door,cat,door,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cat food,cat,food,medium,5.6,2.22,4,1.0,concrete,neutral,animal,20.0,1,4,early (1-20)
cave floor,cave,floor,medium,5.0,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
cave wall,cave,wall,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
ceiling fan,ceiling,fan,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
ceiling light,ceiling,light,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
ceiling tile,ceiling,tile,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
celery stick,celery,stick,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cell phone,cell,phone,high,5.8,2.07,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
cell signal,cell,signal,medium,5.2,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
center court,center,court,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
center field,center,field,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
center line,center,line,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
center piece,center,piece,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
center stage,center,stage,medium,5.4,1.61,1,0.8,concrete,neutral,performance,20.0,1,4,mid (21-50)
center table,center,table,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cereal bowl,cereal,bowl,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cereal box,cereal,box,medium,5.6,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
chain link,chain,link,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
chair arm,chair,arm,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
chair lift,chair,lift,medium,5.5,1.67,2,1.0,concrete,neutral,transport,21.5,1,4,mid (21-50)
chalk board,chalk,board,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
changing room,changing,room,medium,5.2,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
charter school,charter,school,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
chat room,chat,room,medium,5.2,1.61,1,0.8,concrete,neutral,technology,20.0,1,4,mid (21-50)
check book,check,book,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
check in,check,in,medium,5.6,1.67,1,1.0,concrete,neutral,action,20.0,1,4,mid (21-50)
check list,check,list,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
check mark,check,mark,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
check mate,check,mate,high,5.5,2.07,2,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
check out,check,out,high,5.8,2.22,2,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
checking account,checking,account,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cheer leader,cheer,leader,medium,5.6,1.67,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
cheer squad,cheer,squad,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
cheese dip,cheese,dip,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cheese pizza,cheese,pizza,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cherry pie,cherry,pie,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cherry red,cherry,red,medium,5.2,1.63,1,1.0,concrete,neutral,color,20.0,1,4,mid (21-50)
cherry tomato,cherry,tomato,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cherry tree,cherry,tree,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
chess club,chess,club,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
chicken breast,chicken,breast,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chicken finger,chicken,finger,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chicken leg,chicken,leg,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chicken wing,chicken,wing,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
child care,child,care,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
chili bean,chili,bean,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chili pepper,chili,pepper,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chili powder,chili,powder,medium,5.2,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chocolate bar,chocolate,bar,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chocolate brownie,chocolate,brownie,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chocolate cake,chocolate,cake,high,5.8,2.07,2,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
chocolate chip,chocolate,chip,high,5.8,2.22,2,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
chocolate frosting,chocolate,frosting,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chocolate milk,chocolate,milk,medium,5.8,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
chocolate pudding,chocolate,pudding,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chocolate sauce,chocolate,sauce,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
chocolate syrup,chocolate,syrup,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cider vinegar,cider,vinegar,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cinnamon roll,cinnamon,roll,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cinnamon stick,cinnamon,stick,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cinnamon toast,cinnamon,toast,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
city bus,city,bus,medium,5.6,1.67,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
city hall,city,hall,medium,6.5,1.71,1,1.0,concrete,neutral,civic,18.0,1,5,mid (21-50)
city park,city,park,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
claim form,claim,form,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
class election,class,election,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
class mate,class,mate,medium,5.6,1.67,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
class member,class,member,medium,5.0,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
class room,class,room,high,6.0,2.23,1,1.0,concrete,neutral,school,20.0,1,4,early (1-20)
class time,class,time,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
class trip,class,trip,medium,5.2,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
class work,class,work,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
clean room,clean,room,medium,5.0,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
clear sky,clear,sky,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
clearance sale,clearance,sale,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cliff edge,cliff,edge,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
cliff face,cliff,face,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
cliff top,cliff,top,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
clip art,clip,art,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
clock face,clock,face,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
clock hand,clock,hand,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
clock in,clock,in,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
clock out,clock,out,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
clock radio,clock,radio,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
clock tower,clock,tower,medium,5.5,1.67,1,1.0,concrete,neutral,architecture,23.0,1,4,mid (21-50)
close friend,close,friend,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
closet door,closet,door,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
closet shelf,closet,shelf,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
closet space,closet,space,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cloth bag,cloth,bag,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
cloth napkin,cloth,napkin,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
clothes hanger,clothes,hanger,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
clothes line,clothes,line,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
clothes pin,clothes,pin,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
cloud cover,cloud,cover,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
cloud storage,cloud,storage,medium,5.4,1.61,1,0.8,concrete,neutral,technology,20.0,1,4,mid (21-50)
cloudy day,cloudy,day,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
cloudy sky,cloudy,sky,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
club house,club,house,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
club meeting,club,meeting,medium,5.2,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
club member,club,member,medium,5.2,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
coat closet,coat,closet,high,5.5,2.07,1,1.0,concrete,neutral,household,23.0,1,4,early (1-20)
coat hook,coat,hook,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
coat rack,coat,rack,high,5.5,2.07,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
cocoa powder,cocoa,powder,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
coconut oil,coconut,oil,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
code word,code,word,medium,5.5,1.67,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
coffee bean,coffee,bean,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
coffee break,coffee,break,medium,5.6,1.67,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
coffee cake,coffee,cake,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
coffee cup,coffee,cup,high,5.8,2.22,2,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
coffee filter,coffee,filter,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
coffee mug,coffee,mug,medium,5.6,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
coffee pot,coffee,pot,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
coffee shop,coffee,shop,high,5.8,2.07,1,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
coffee table,coffee,table,high,5.8,2.22,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
cold day,cold,day,medium,5.4,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
cold drink,cold,drink,medium,5.6,1.67,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
cold front,cold,front,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
cold pack,cold,pack,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
cold snap,cold,snap,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
color book,color,book,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
color guard,color,guard,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
color pencil,color,pencil,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
coloring book,coloring,book,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
comfort food,comfort,food,medium,5.4,1.61,1,0.8,concrete,neutral,food,20.0,1,4,mid (21-50)
comfort zone,comfort,zone,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,24.5,1,4,early (1-20)
comic book,comic,book,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
company logo,company,logo,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
company policy,company,policy,medium,5.2,1.6,1,0.7,concrete,neutral,work,20.0,1,4,mid (21-50)
computer desk,computer,desk,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
computer file,computer,file,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
computer keyboard,computer,keyboard,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
computer mouse,computer,mouse,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
computer screen,computer,screen,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
concert hall,concert,hall,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
concert ticket,concert,ticket,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
conference call,conference,call,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
conference room,conference,room,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
consent form,consent,form,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
convenience store,convenience,store,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
cook book,cook,book,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
cookie cutter,cookie,cutter,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
cookie dough,cookie,dough,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cookie jar,cookie,jar,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
cookie sheet,cookie,sheet,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
cooking oil,cooking,oil,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
cooking show,cooking,show,medium,5.4,1.63,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
cool breeze,cool,breeze,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
cool day,cool,day,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
cool fall,cool,fall,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
copy machine,copy,machine,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
copy paper,copy,paper,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
copy right,copy,right,medium,5.4,1.6,2,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
copy room,copy,room,medium,5.2,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
cork board,cork,board,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
corn bread,corn,bread,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
corn chip,corn,chip,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
corn cob,corn,cob,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
corn field,corn,field,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
corn flake,corn,flake,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
corn meal,corn,meal,medium,5.2,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
corn muffin,corn,muffin,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
corn stalk,corn,stalk,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
corner cabinet,corner,cabinet,medium,5.0,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
corner desk,corner,desk,medium,5.0,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
corner kick,corner,kick,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
corner office,corner,office,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
corner shelf,corner,shelf,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
