phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity
break up,break,up,high,5.8,6.8,1,0.6,abstract,negative,social,20.0,1,4
breakfast bar,breakfast,bar,medium,5.2,6.2,2,1.0,concrete,neutral,food,20.0,1,4
breakfast burrito,breakfast,burrito,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
breakfast sandwich,breakfast,sandwich,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
breakfast table,breakfast,table,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
breaking news,breaking,news,medium,5.6,6.6,1,0.7,abstract,neutral,communication,20.0,1,4
breeze through,breeze,through,medium,5.0,6.0,1,0.4,abstract,positive,action,20.0,1,4
brick wall,brick,wall,medium,5.5,5.7,1,1.0,concrete,neutral,architecture,21.5,1,4
bright idea,bright,idea,medium,5.4,6.4,1,0.5,abstract,positive,thought,20.0,1,4
bright side,bright,side,medium,5.4,6.4,3,0.5,abstract,positive,thought,20.0,1,4
bright star,bright,star,medium,5.4,6.4,3,1.0,concrete,neutral,nature,20.0,1,4
bright sun,bright,sun,medium,5.4,6.4,3,1.0,concrete,neutral,weather,20.0,1,4
bring about,bring,about,medium,5.4,6.4,2,0.4,abstract,neutral,action,20.0,1,4
bring along,bring,along,medium,5.2,6.2,2,0.5,abstract,neutral,action,20.0,1,4
bring back,bring,back,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
bring in,bring,in,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
bring on,bring,on,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
broom closet,broom,closet,high,5.5,5.7,1,1.0,concrete,neutral,household,24.5,1,4
broom handle,broom,handle,high,5.5,5.7,1,1.0,concrete,neutral,household,24.5,1,4
brown gravy,brown,gravy,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
brown rice,brown,rice,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
brown sugar,brown,sugar,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
brownie batter,brownie,batter,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
brownie mix,brownie,mix,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
brunch menu,brunch,menu,medium,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
brush off,brush,off,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
bucket list,bucket,list,medium,5.4,6.4,1,0.6,concrete,neutral,object,20.0,1,4
buckle down,buckle,down,medium,5.2,6.2,1,0.4,abstract,positive,action,20.0,1,4
build up,build,up,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
bulletin board,bulletin,board,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
bumble bee,bumble,bee,medium,5.4,6.4,1,1.0,concrete,neutral,animal,20.0,1,4
burn out,burn,out,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
burnt toast,burnt,toast,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
bus driver,bus,driver,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
bus fare,bus,fare,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
bus lane,bus,lane,medium,5.2,6.2,2,1.0,concrete,neutral,transport,20.0,1,4
bus route,bus,route,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
bus shelter,bus,shelter,medium,5.2,6.2,3,1.0,concrete,neutral,transport,20.0,1,4
bus station,bus,station,medium,5.6,6.6,3,1.0,concrete,neutral,transport,20.0,1,4
bus stop,bus,stop,high,6.0,7.2,3,1.0,concrete,neutral,transport,20.0,1,4
bus ticket,bus,ticket,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
business card,business,card,medium,5.6,6.6,1,1.0,concrete,neutral,work,20.0,1,4
business day,business,day,medium,5.4,6.4,2,1.0,concrete,neutral,work,20.0,1,4
business deal,business,deal,medium,5.4,6.4,2,0.7,concrete,neutral,work,20.0,1,4
business hour,business,hour,medium,5.2,6.2,1,1.0,concrete,neutral,work,20.0,1,4
business logo,business,logo,medium,5.2,6.2,2,1.0,concrete,neutral,commerce,20.0,1,4
business lunch,business,lunch,medium,5.4,6.4,2,1.0,concrete,neutral,work,20.0,1,4
business meeting,business,meeting,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
business owner,business,owner,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
business plan,business,plan,medium,5.4,6.4,1,0.7,concrete,neutral,work,20.0,1,4
business suit,business,suit,medium,5.4,6.4,1,1.0,concrete,neutral,clothing,20.0,1,4
business trip,business,trip,medium,5.6,6.6,1,1.0,concrete,neutral,work,20.0,1,4
busy day,busy,day,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
busy signal,busy,signal,medium,5.2,6.2,1,1.0,concrete,neutral,communication,20.0,1,4
busy work,busy,work,medium,5.2,6.2,1,0.5,abstract,neutral,work,20.0,1,4
butt in,butt,in,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
butter cream,butter,cream,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
butter dish,butter,dish,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
butter knife,butter,knife,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
button hole,button,hole,medium,5.5,5.7,1,1.0,concrete,neutral,clothing,23.0,1,4
buyer guide,buyer,guide,medium,5.0,6.0,1,1.0,concrete,neutral,object,20.0,1,4
buzz cut,buzz,cut,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
by the way,by,the,high,5.8,6.8,1,0.5,abstract,neutral,communication,20.0,1,4
cab driver,cab,driver,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
cab fare,cab,fare,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
cabinet door,cabinet,door,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
cabinet shelf,cabinet,shelf,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
cable box,cable,box,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
cable car,cable,car,medium,5.5,5.7,1,1.0,concrete,neutral,transport,20.0,1,4
caesar salad,caesar,salad,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
cake batter,cake,batter,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
cake mix,cake,mix,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
cake pan,cake,pan,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
cake slice,cake,slice,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
cake stand,cake,stand,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
call back,call,back,medium,5.6,6.6,1,0.5,abstract,neutral,communication,20.0,1,4
call in,call,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
call off,call,off,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
call on,call,on,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
calm down,calm,down,medium,5.6,6.6,1,0.5,abstract,positive,action,20.0,1,4
camp chair,camp,chair,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
camp fire,camp,fire,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
camp food,camp,food,medium,5.0,6.0,2,1.0,concrete,neutral,food,20.0,1,4
camp ground,camp,ground,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
camp out,camp,out,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
camp site,camp,site,medium,5.6,6.6,3,1.0,concrete,neutral,nature,20.0,1,4
camp song,camp,song,medium,5.0,6.0,3,1.0,concrete,neutral,music,20.0,1,4
camp stove,camp,stove,medium,5.2,6.2,3,1.0,concrete,neutral,object,20.0,1,4
candle holder,candle,holder,high,5.5,5.7,1,1.0,concrete,neutral,household,26.0,1,4
candy apple,candy,apple,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
candy bar,candy,bar,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
candy cane,candy,cane,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
candy corn,candy,corn,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
candy shop,candy,shop,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
candy store,candy,store,medium,5.6,6.6,2,1.0,concrete,neutral,commerce,20.0,1,4
car alarm,car,alarm,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
car crash,car,crash,medium,5.6,6.6,1,1.0,concrete,negative,transport,20.0,1,4
car door,car,door,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
car engine,car,engine,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
car hood,car,hood,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
car horn,car,horn,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
car key,car,key,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
car park,car,park,medium,5.6,6.6,4,1.0,concrete,neutral,transport,20.0,1,4
car pool,car,pool,medium,5.4,6.4,4,1.0,concrete,neutral,transport,20.0,1,4
car ride,car,ride,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
car roof,car,roof,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
car seat,car,seat,high,5.8,6.8,2,1.0,concrete,neutral,transport,20.0,1,4
car tire,car,tire,medium,5.6,6.6,3,1.0,concrete,neutral,transport,20.0,1,4
car trip,car,trip,medium,5.4,6.4,3,1.0,concrete,neutral,transport,20.0,1,4
car trunk,car,trunk,medium,5.4,6.4,3,1.0,concrete,neutral,transport,20.0,1,4
car wash,car,wash,medium,5.6,6.6,3,1.0,concrete,neutral,commerce,20.0,1,4
car wheel,car,wheel,medium,5.4,6.4,3,1.0,concrete,neutral,transport,20.0,1,4
car window,car,window,medium,5.4,6.4,3,1.0,concrete,neutral,transport,20.0,1,4
caramel apple,caramel,apple,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
caramel corn,caramel,corn,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
caramel sauce,caramel,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
card board,card,board,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
card game,card,game,medium,5.8,6.8,1,1.0,concrete,neutral,object,20.0,1,4
card holder,card,holder,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,23.0,1,4
card member,card,member,medium,5.0,6.0,1,1.0,concrete,neutral,social,20.0,1,4
card table,card,table,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
care about,care,about,medium,5.6,6.6,1,0.5,abstract,positive,thought,20.0,1,4
career path,career,path,medium,5.4,6.4,1,0.4,abstract,neutral,work,20.0,1,4
cargo plane,cargo,plane,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
cargo ship,cargo,ship,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
carrot cake,carrot,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
carrot stick,carrot,stick,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
carry along,carry,along,medium,5.0,6.0,1,0.5,abstract,neutral,action,20.0,1,4
carry on,carry,on,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
carry out,carry,out,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
carry through,carry,through,medium,5.0,6.0,1,0.5,abstract,positive,action,20.0,1,4
cart wheel,cart,wheel,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
cash box,cash,box,medium,5.2,6.2,2,1.0,concrete,neutral,commerce,20.0,1,4
cash flow,cash,flow,medium,5.4,6.4,1,0.7,concrete,neutral,commerce,20.0,1,4
cash out,cash,out,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
cash payment,cash,payment,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
cash receipt,cash,receipt,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
cash register,cash,register,medium,5.6,6.6,2,1.0,concrete,neutral,commerce,20.0,1,4
cash value,cash,value,medium,5.2,6.2,1,0.8,concrete,neutral,commerce,20.0,1,4
cashew nut,cashew,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
casual dress,casual,dress,medium,5.2,6.2,1,1.0,concrete,neutral,clothing,20.0,1,4
cat door,cat,door,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
cat flap,cat,flap,high,5.5,5.7,4,1.0,concrete,neutral,household,18.5,1,4
cat food,cat,food,medium,5.6,6.6,4,1.0,concrete,neutral,animal,20.0,1,4
catch up,catch,up,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
cave floor,cave,floor,medium,5.0,6.0,1,1.0,concrete,neutral,nature,20.0,1,4
cave in,cave,in,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
cave wall,cave,wall,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
ceiling fan,ceiling,fan,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
ceiling light,ceiling,light,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
ceiling tile,ceiling,tile,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
celery stick,celery,stick,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
cell phone,cell,phone,high,5.8,6.8,1,1.0,concrete,neutral,object,20.0,1,4
cell signal,cell,signal,medium,5.2,6.2,1,1.0,concrete,neutral,technology,20.0,1,4
center court,center,court,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
center field,center,field,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
center line,center,line,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
center piece,center,piece,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
center stage,center,stage,medium,5.4,6.4,1,0.8,concrete,neutral,performance,20.0,1,4
center table,center,table,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
cereal bowl,cereal,bowl,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
cereal box,cereal,box,medium,5.6,6.6,2,1.0,concrete,neutral,object,20.0,1,4
chain link,chain,link,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
chair arm,chair,arm,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
chair lift,chair,lift,medium,5.5,5.7,2,1.0,concrete,neutral,transport,21.5,1,4
chair pad,chair,pad,low,4.8,5.8,2,1.0,concrete,neutral,household,20.0,1,4
chalk board,chalk,board,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
change of mind,change,of,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
changing room,changing,room,medium,5.2,6.2,1,1.0,concrete,neutral,building,20.0,1,4
charter school,charter,school,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
chat room,chat,room,medium,5.2,6.2,1,0.8,concrete,neutral,technology,20.0,1,4
cheap shot,cheap,shot,medium,5.4,6.4,1,0.4,abstract,negative,action,20.0,1,4
check book,check,book,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
check in,check,in,medium,5.6,6.6,1,1.0,concrete,neutral,action,20.0,1,4
check list,check,list,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
check mark,check,mark,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
check mate,check,mate,high,5.5,5.7,2,1.0,concrete,neutral,object_neutral,21.5,1,4
check out,check,out,high,5.8,6.8,2,1.0,concrete,neutral,commerce,20.0,1,4
checking account,checking,account,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
cheer leader,cheer,leader,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
cheer squad,cheer,squad,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
cheese board,cheese,board,medium,5.2,6.2,3,1.0,concrete,neutral,food,20.0,1,4
cheese cake,cheese,cake,medium,5.6,6.6,4,1.0,concrete,neutral,food,20.0,1,4
cheese cracker,cheese,cracker,medium,5.2,6.2,4,1.0,concrete,neutral,food,20.0,1,4
cheese dip,cheese,dip,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
cheese pizza,cheese,pizza,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
cheese sauce,cheese,sauce,medium,5.4,6.4,4,1.0,concrete,neutral,food,20.0,1,4
cheese slice,cheese,slice,medium,5.4,6.4,4,1.0,concrete,neutral,food,20.0,1,4
cheese wheel,cheese,wheel,low,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
cherry pie,cherry,pie,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
cherry red,cherry,red,medium,5.2,6.2,1,1.0,concrete,neutral,color,20.0,1,4
cherry tomato,cherry,tomato,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
cherry tree,cherry,tree,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
chess club,chess,club,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
chicken breast,chicken,breast,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
chicken finger,chicken,finger,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
chicken leg,chicken,leg,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
chicken salad,chicken,salad,medium,5.6,6.6,3,1.0,concrete,neutral,food,20.0,1,4
chicken sandwich,chicken,sandwich,medium,5.6,6.6,3,1.0,concrete,neutral,food,20.0,1,4
chicken soup,chicken,soup,medium,5.6,6.6,3,1.0,concrete,neutral,food,20.0,1,4
chicken wing,chicken,wing,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
child care,child,care,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
chili bean,chili,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
chili pepper,chili,pepper,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
chili powder,chili,powder,medium,5.2,6.2,2,1.0,concrete,neutral,food,20.0,1,4
chill out,chill,out,medium,5.4,6.4,1,0.5,abstract,positive,action,20.0,1,4
chip in,chip,in,medium,5.2,6.2,1,0.4,abstract,positive,action,20.0,1,4
chocolate bar,chocolate,bar,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
chocolate brownie,chocolate,brownie,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
chocolate cake,chocolate,cake,high,5.8,6.8,2,1.0,concrete,neutral,food,20.0,1,4
chocolate chip,chocolate,chip,high,5.8,6.8,2,1.0,concrete,neutral,food,20.0,1,4
chocolate frosting,chocolate,frosting,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
chocolate milk,chocolate,milk,medium,5.8,6.8,1,1.0,concrete,neutral,drink,20.0,1,4
chocolate pudding,chocolate,pudding,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
chocolate sauce,chocolate,sauce,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
chocolate syrup,chocolate,syrup,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
cider vinegar,cider,vinegar,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
cinnamon roll,cinnamon,roll,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
cinnamon stick,cinnamon,stick,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
cinnamon toast,cinnamon,toast,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
city bus,city,bus,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
city hall,city,hall,medium,6.5,6.9,1,1.0,concrete,neutral,civic,18.0,1,5
city park,city,park,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
claim form,claim,form,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
class election,class,election,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
class mate,class,mate,medium,5.6,6.6,2,1.0,concrete,neutral,social,20.0,1,4
class member,class,member,medium,5.0,6.0,2,1.0,concrete,neutral,school,20.0,1,4
class pet,class,pet,medium,5.2,6.2,4,1.0,concrete,neutral,school,20.0,1,4
class picture,class,picture,medium,5.2,6.2,4,1.0,concrete,neutral,school,20.0,1,4
class president,class,president,medium,5.2,6.2,4,1.0,concrete,neutral,school,20.0,1,4
class project,class,project,medium,5.4,6.4,4,1.0,concrete,neutral,school,20.0,1,4
class room,class,room,high,6.0,7.2,1,1.0,concrete,neutral,school,20.0,1,4
class time,class,time,medium,5.4,6.4,2,1.0,concrete,neutral,school,20.0,1,4
class trip,class,trip,medium,5.2,6.2,2,1.0,concrete,neutral,school,20.0,1,4
class work,class,work,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
clean room,clean,room,medium,5.0,6.0,1,1.0,concrete,neutral,building,20.0,1,4
clean slate,clean,slate,medium,5.4,6.4,1,0.4,abstract,positive,thought,20.0,1,4
clean up,clean,up,medium,5.6,6.6,1,0.6,abstract,neutral,action,20.0,1,4
clear idea,clear,idea,medium,5.2,6.2,1,0.5,abstract,positive,thought,20.0,1,4
clear mind,clear,mind,medium,5.2,6.2,1,0.4,abstract,positive,thought,20.0,1,4
clear path,clear,path,medium,5.4,6.4,2,0.5,abstract,positive,action,20.0,1,4
clear picture,clear,picture,medium,5.4,6.4,2,0.5,abstract,positive,thought,20.0,1,4
clear sky,clear,sky,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
clear up,clear,up,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
clearance sale,clearance,sale,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
cliff edge,cliff,edge,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
cliff face,cliff,face,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
cliff top,cliff,top,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
clip art,clip,art,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
clock face,clock,face,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
clock hand,clock,hand,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
clock in,clock,in,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
clock out,clock,out,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
clock radio,clock,radio,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
clock tower,clock,tower,medium,5.5,5.7,1,1.0,concrete,neutral,architecture,23.0,1,4
close call,close,call,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
close friend,close,friend,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
close in,close,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
closed mind,closed,mind,medium,5.0,6.0,1,0.4,abstract,negative,thought,20.0,1,4
closet door,closet,door,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
closet shelf,closet,shelf,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
closet space,closet,space,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
cloth bag,cloth,bag,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
cloth napkin,cloth,napkin,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
clothes hanger,clothes,hanger,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
clothes line,clothes,line,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
clothes pin,clothes,pin,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
cloud cover,cloud,cover,medium,5.2,6.2,1,1.0,concrete,neutral,weather,20.0,1,4
cloud storage,cloud,storage,medium,5.4,6.4,1,0.8,concrete,neutral,technology,20.0,1,4
cloudy day,cloudy,day,medium,5.2,6.2,1,1.0,concrete,neutral,time,20.0,1,4
cloudy sky,cloudy,sky,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
club house,club,house,medium,5.4,6.4,1,1.0,concrete,neutral,building,20.0,1,4
club meeting,club,meeting,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
club member,club,member,medium,5.2,6.2,2,1.0,concrete,neutral,social,20.0,1,4
coat closet,coat,closet,high,5.5,5.7,1,1.0,concrete,neutral,household,23.0,1,4
